ElectionType,Election,GeographyType,Geography,Poll,DateStart,DateEnd,SampleSize,SampleType,Democrat,Republican
Presidential,Presidential,State,Georgia,AtlasIntel,10/12/2024,10/17/2024,1411,LV,48%,50%
Presidential,Presidential,State,Georgia,ActiVote,10/1/2024,10/17/2024,400,LV,49%,51%
Presidential,Presidential,State,Georgia,TIPP Insights,10/14/2024,10/16/2024,1029,RV,49%,46%
Presidential,Presidential,State,Georgia,TIPP Insights,10/14/2024,10/16/2024,813,LV,48%,49%
Presidential,Presidential,State,Georgia,InsiderAdvantage (R),10/14/2024,10/15/2024,800,LV,47%,49%
Presidential,Presidential,State,Georgia,Morning Consult,10/6/2024,10/15/2024,1002,LV,48%,49%
Presidential,Presidential,State,Georgia,The Washington Post/Schar School,9/30/2024,10/15/2024,730,RV,50%,44%
Presidential,Presidential,State,Georgia,The Washington Post/Schar School,9/30/2024,10/15/2024,730,LV,51%,46%
Presidential,Presidential,State,Georgia,Quinnipiac University,10/10/2024,10/14/2024,1328,LV,46%,52%
Presidential,Presidential,State,Georgia,RMG Research,10/7/2024,10/10/2024,731,LV,47%,49%
Presidential,Presidential,State,Georgia,"Fabrizio, Lee & Associates (R)/McLaughlin & Associates (R)",10/6/2024,10/9/2024,800,LV,45%,50%
Presidential,Presidential,State,Georgia,Trafalgar Group (R),10/7/2024,10/8/2024,1089,LV,45%,46%
Presidential,Presidential,State,Georgia,Emerson College,10/5/2024,10/8/2024,1000,LV,48%,49%
Presidential,Presidential,State,Georgia,The Wall Street Journal,9/28/2024,10/8/2024,600,RV,48%,46%
Presidential,Presidential,State,Georgia,OnMessage Inc. (R),9/24/2024,10/2/2024,500,LV,44%,47%
Presidential,Presidential,State,Georgia,InsiderAdvantage (R),9/29/2024,9/30/2024,800,LV,48%,48%
Presidential,Presidential,State,Georgia,Quinnipiac University,9/25/2024,9/29/2024,942,LV,45%,50%
Presidential,Presidential,State,Georgia,Global Strategy Group (D)/North Star Opinion Research (R),9/23/2024,9/29/2024,400,LV,47%,47%
Presidential,Presidential,State,Georgia,AtlasIntel,9/20/2024,9/25/2024,1200,LV,49%,50%
Presidential,Presidential,State,Georgia,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,411,LV,47%,49%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,9/19/2024,9/25/2024,989,RV,48%,47%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,9/19/2024,9/25/2024,913,LV,49%,49%
Presidential,Presidential,State,Georgia,Fox News,9/20/2024,9/24/2024,1006,RV,51%,48%
Presidential,Presidential,State,Georgia,Fox News,9/20/2024,9/24/2024,707,LV,51%,48%
Presidential,Presidential,State,Georgia,CBS News/YouGov,9/20/2024,9/24/2024,1441,RV,49%,51%
Presidential,Presidential,State,Georgia,Marist College,9/19/2024,9/24/2024,1420,RV,49%,48%
Presidential,Presidential,State,Georgia,Marist College,9/19/2024,9/24/2024,1220,LV,49%,50%
Presidential,Presidential,State,Georgia,The Bullfinch Group,9/20/2024,9/23/2024,600,RV,49%,47%
Presidential,Presidential,State,Georgia,Rasmussen Reports (R),9/19/2024,9/22/2024,1152,LV,47%,50%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,9/17/2024,9/21/2024,682,RV,44%,48%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,9/17/2024,9/21/2024,682,LV,45%,49%
Presidential,Presidential,State,Georgia,TIPP Insights,9/16/2024,9/18/2024,1046,RV,48%,45%
Presidential,Presidential,State,Georgia,TIPP Insights,9/16/2024,9/18/2024,835,LV,48%,48%
Presidential,Presidential,State,Georgia,Emerson College,9/15/2024,9/18/2024,975,LV,47%,50%
Presidential,Presidential,State,Georgia,Morning Consult,9/9/2024,9/18/2024,1347,LV,48%,49%
Presidential,Presidential,State,Georgia,Trafalgar Group (R),9/11/2024,9/13/2024,1098,LV,45%,46%
Presidential,Presidential,State,Georgia,ActiVote,8/8/2024,9/10/2024,400,LV,50%,50%
Presidential,Presidential,State,Georgia,Quinnipiac University,9/4/2024,9/8/2024,969,LV,46%,49%
Presidential,Presidential,State,Georgia,Morning Consult,8/30/2024,9/8/2024,1405,LV,48%,48%
Presidential,Presidential,State,Georgia,Mainstreet Research/Florida Atlantic University,9/5/2024,9/6/2024,647,RV,44%,47%
Presidential,Presidential,State,Georgia,Mainstreet Research/Florida Atlantic University,9/5/2024,9/6/2024,567,LV,45%,47%
Presidential,Presidential,State,Georgia,Patriot Polling,9/1/2024,9/3/2024,814,RV,48%,49%
Presidential,Presidential,State,Georgia,InsiderAdvantage (R),8/29/2024,8/31/2024,800,LV,48%,48%
Presidential,Presidential,State,Georgia,Emerson College,8/25/2024,8/28/2024,800,LV,49%,48%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,8/23/2024,8/26/2024,737,LV,50%,47%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,8/23/2024,8/26/2024,801,RV,49%,47%
Presidential,Presidential,State,Georgia,Fox News,8/23/2024,8/26/2024,1014,RV,50%,48%
Presidential,Presidential,State,Georgia,Institute for Global Affairs/YouGov,8/15/2024,8/22/2024,350,A,43%,42%
Presidential,Presidential,State,Georgia,Spry Strategies (R),8/14/2024,8/20/2024,600,LV,49%,49%
Presidential,Presidential,State,Georgia,Focaldata,8/6/2024,8/16/2024,651,LV,48%,52%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,8/9/2024,8/14/2024,661,RV,44%,51%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,8/9/2024,8/14/2024,661,LV,46%,50%
Presidential,Presidential,State,Georgia,Cook Political Report/BSG (R)/GS Strategy Group (D),7/26/2024,8/8/2024,405,LV,48%,48%
Presidential,Presidential,State,Georgia,Fabrizio Ward (R)/Impact Research (D),7/24/2024,7/31/2024,600,LV,48%,48%
Presidential,Presidential,State,Georgia,Public Policy Polling (D),7/29/2024,7/30/2024,662,RV,48%,47%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,7/24/2024,7/28/2024,799,RV,47%,47%
Presidential,Presidential,State,Georgia,SoCal Strategies (R),7/25/2024,7/26/2024,505,RV,46%,50%
Presidential,Presidential,State,Georgia,Emerson College,7/22/2024,7/23/2024,800,RV,46%,48%
Presidential,Presidential,State,Georgia,Landmark Communications,7/22/2024,7/22/2024,400,LV,47%,48%
Presidential,Presidential,State,Georgia,University of Georgia School of Public and International Affairs,7/9/2024,7/18/2024,1000,LV,46%,51%
Presidential,Presidential,State,Georgia,InsiderAdvantage (R),7/15/2024,7/16/2024,800,LV,37%,47%
Presidential,Presidential,State,Georgia,Mainstreet Research/Florida Atlantic University,7/12/2024,7/15/2024,640,RV,42%,46%
Presidential,Presidential,State,Georgia,Mainstreet Research/Florida Atlantic University,7/12/2024,7/15/2024,549,LV,43%,49%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,5/7/2024,5/13/2024,795,RV,41%,49%
Presidential,Presidential,State,Georgia,Emerson College,2/14/2024,2/16/2024,1000,RV,41%,51%
Presidential,Presidential,State,Georgia,HarrisX,11/3/2024,11/5/2024,1880,RV,45%,47%
Presidential,Presidential,State,Georgia,HarrisX,11/3/2024,11/5/2024,1659,LV,47%,48%
Presidential,Presidential,State,Georgia,AtlasIntel,11/3/2024,11/4/2024,1112,LV,48%,48%
Presidential,Presidential,State,Georgia,AtlasIntel,11/1/2024,11/2/2024,1174,LV,47%,49%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,10/24/2024,11/2/2024,1004,RV,44%,43%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,10/24/2024,11/2/2024,1004,LV,46%,46%
Presidential,Presidential,State,Georgia,Focaldata,10/3/2024,11/1/2024,1850,LV,48%,49%
Presidential,Presidential,State,Georgia,Focaldata,10/3/2024,11/1/2024,1627,RV,50%,47%
Presidential,Presidential,State,Georgia,Focaldata,10/3/2024,11/1/2024,1850,A,49%,47%
Presidential,Presidential,State,Georgia,AtlasIntel,10/30/2024,10/31/2024,1212,LV,47%,49%
Presidential,Presidential,State,Georgia,East Carolina University,10/28/2024,10/31/2024,902,LV,49%,50%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/28/2024,10/31/2024,1779,LV,47%,48%
Presidential,Presidential,State,Georgia,Data for Progress (D),10/25/2024,10/31/2024,792,LV,49%,48%
Presidential,Presidential,State,Georgia,YouGov,10/25/2024,10/31/2024,984,RV,46%,48%
Presidential,Presidential,State,Georgia,YouGov,10/25/2024,10/31/2024,939,LV,47%,48%
Presidential,Presidential,State,Georgia,AtlasIntel,10/25/2024,10/29/2024,1429,LV,47%,50%
Presidential,Presidential,State,Georgia,CNN/SSRS,10/23/2024,10/28/2024,732,LV,47%,48%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/25/2024,10/27/2024,1112,LV,47%,48%
Presidential,Presidential,State,Georgia,The Citadel,10/17/2024,10/25/2024,1218,RV,47%,48%
Presidential,Presidential,State,Georgia,The Citadel,10/17/2024,10/25/2024,1126,LV,47%,49%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/20/2024,10/22/2024,1168,LV,47%,48%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,10/16/2024,10/20/2024,914,RV,48%,47%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,10/16/2024,10/20/2024,855,LV,48%,49%
Presidential,Presidential,State,Georgia,University of Georgia School of Public and International Affairs,10/7/2024,10/16/2024,1000,LV,43%,47%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/16/2024,10/18/2024,1019,LV,47%,48%
Presidential,Presidential,State,Georgia,AtlasIntel,10/12/2024,10/17/2024,1411,LV,48%,50%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/12/2024,10/14/2024,637,LV,47%,47%
Presidential,Presidential,State,Georgia,Quinnipiac University,10/10/2024,10/14/2024,1328,LV,45%,52%
Presidential,Presidential,State,Georgia,East Carolina University,10/9/2024,10/14/2024,701,LV,46%,49%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,10/8/2024,10/9/2024,608,LV,47%,48%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,9/27/2024,10/2/2024,3783,LV,47%,47%
Presidential,Presidential,State,Georgia,Quinnipiac University,9/25/2024,9/29/2024,942,LV,44%,50%
Presidential,Presidential,State,Georgia,AtlasIntel,9/20/2024,9/25/2024,1200,LV,49%,49%
Presidential,Presidential,State,Georgia,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,411,LV,47%,48%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,9/19/2024,9/25/2024,989,RV,48%,47%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,9/19/2024,9/25/2024,913,LV,48%,48%
Presidential,Presidential,State,Georgia,Fox News,9/20/2024,9/24/2024,1006,RV,49%,47%
Presidential,Presidential,State,Georgia,Fox News,9/20/2024,9/24/2024,707,LV,50%,48%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,9/17/2024,9/21/2024,682,RV,43%,46%
Presidential,Presidential,State,Georgia,The New York Times/Siena College,9/17/2024,9/21/2024,682,LV,44%,47%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,9/16/2024,9/19/2024,1043,LV,46%,48%
Presidential,Presidential,State,Georgia,TIPP Insights,9/16/2024,9/18/2024,1046,RV,46%,44%
Presidential,Presidential,State,Georgia,TIPP Insights,9/16/2024,9/18/2024,835,LV,48%,48%
Presidential,Presidential,State,Georgia,University of Georgia School of Public and International Affairs,9/9/2024,9/15/2024,1000,LV,44%,47%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,9/6/2024,9/9/2024,562,LV,47%,49%
Presidential,Presidential,State,Georgia,Quinnipiac University,9/4/2024,9/8/2024,969,LV,45%,49%
Presidential,Presidential,State,Georgia,YouGov,8/23/2024,9/3/2024,1000,RV,45%,47%
Presidential,Presidential,State,Georgia,CNN/SSRS,8/23/2024,8/29/2024,617,LV,48%,47%
Presidential,Presidential,State,Georgia,Redfield & Wilton Strategies,8/25/2024,8/28/2024,699,LV,42%,44%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,8/23/2024,8/26/2024,737,LV,48%,46%
Presidential,Presidential,State,Georgia,Bloomberg/Morning Consult,8/23/2024,8/26/2024,801,RV,47%,46%
Presidential,Presidential,State,Georgia,Fox News,8/23/2024,8/26/2024,1014,RV,48%,46%
Presidential,Presidential,State,Illinois,ActiVote,10/4/2024,10/28/2024,400,LV,58%,42%
Presidential,Presidential,State,Illinois,ActiVote,9/3/2024,10/5/2024,400,LV,59%,41%
Presidential,Presidential,State,Illinois,ActiVote,8/6/2024,8/29/2024,400,LV,58%,42%
Presidential,Presidential,State,Indiana,ActiVote,10/3/2024,10/28/2024,400,LV,42%,58%
Presidential,Presidential,State,Indiana,ActiVote,8/28/2024,9/30/2024,400,LV,43%,57%
Presidential,Presidential,State,Indiana,ARW Strategies,9/23/2024,9/25/2024,600,LV,39%,55%
Presidential,Presidential,State,Indiana,Emerson College,9/12/2024,9/13/2024,1000,LV,40%,57%
Presidential,Presidential,State,Indiana,Lake Research Partners (D),8/26/2024,9/2/2024,600,LV,42%,52%
Presidential,Presidential,State,Iowa,InsiderAdvantage (R),11/2/2024,11/3/2024,800,LV,46%,52%
Presidential,Presidential,State,Iowa,SoCal Strategies (R),11/2/2024,11/3/2024,501,RV,43%,50%
Presidential,Presidential,State,Iowa,SoCal Strategies (R),11/2/2024,11/3/2024,435,LV,44%,52%
Presidential,Presidential,State,Iowa,Emerson College,11/1/2024,11/2/2024,800,LV,43%,53%
Presidential,Presidential,State,Iowa,Cygnal (R),9/27/2024,9/28/2024,600,LV,45%,51%
Presidential,Presidential,State,Iowa,Selzer & Co.,10/28/2024,10/31/2024,808,LV,47%,44%
Presidential,Presidential,State,Iowa,Selzer & Co.,9/8/2024,9/11/2024,656,LV,43%,47%
Presidential,Presidential,State,Kansas,Fort Hays State University,9/26/2024,10/16/2024,656,A,37%,46%
Presidential,Presidential,State,Kansas,Fort Hays State University,9/26/2024,10/16/2024,517,RV,43%,48%
Presidential,Presidential,State,Maine,University of New Hampshire,8/15/2024,8/19/2024,951,LV,58%,41%
Presidential,Presidential,State,Maine,University of New Hampshire,7/23/2024,7/25/2024,1445,LV,54%,45%
Presidential,Presidential,State,Maine,University of New Hampshire,10/29/2024,11/2/2024,1485,LV,52%,41%
Presidential,Presidential,State,Maine,SurveyUSA,10/24/2024,10/29/2024,1079,LV,51%,43%
Presidential,Presidential,State,Maine,Pan Atlantic Research,9/5/2024,9/15/2024,812,LV,50%,41%
Presidential,Presidential,Congressional District,Maine-01,Pan Atlantic Research,9/5/2024,9/15/2024,414,LV,58%,32%
Presidential,Presidential,Congressional District,Maine-01,University of New Hampshire,8/15/2024,8/19/2024,476,LV,64%,36%
Presidential,Presidential,Congressional District,Maine-01,University of New Hampshire,10/29/2024,11/2/2024,801,LV,60%,36%
Presidential,Presidential,Congressional District,Maine-01,SurveyUSA,10/24/2024,10/29/2024,482,LV,58%,37%
Presidential,Presidential,Congressional District,Maine-02,Axis Research,10/17/2024,10/20/2024,411,LV,41%,50%
Presidential,Presidential,Congressional District,Maine-02,Pan Atlantic Research,9/5/2024,9/15/2024,398,LV,42%,49%
Presidential,Presidential,Congressional District,Maine-02,University of New Hampshire,8/15/2024,8/19/2024,432,LV,52%,47%
Presidential,Presidential,Congressional District,Maine-02,University of New Hampshire,10/29/2024,11/2/2024,683,LV,44%,48%
Presidential,Presidential,Congressional District,Maine-02,SurveyUSA,10/24/2024,10/29/2024,484,LV,44%,49%
Presidential,Presidential,State,Maryland,Morning Consult,10/22/2024,10/31/2024,490,LV,64%,31%
Presidential,Presidential,State,Maryland,ActiVote,10/6/2024,10/30/2024,400,LV,64%,37%
Presidential,Presidential,State,Maryland,Braun Research,10/17/2024,10/22/2024,1000,LV,61%,33%
Presidential,Presidential,State,Maryland,Braun Research,10/17/2024,10/22/2024,1000,RV,59%,34%
Presidential,Presidential,State,Maryland,Emerson College,10/19/2024,10/21/2024,865,LV,64%,34%
Presidential,Presidential,State,Maryland,Morning Consult,10/10/2024,10/15/2024,490,LV,64%,31%
Presidential,Presidential,State,Maryland,ActiVote,9/8/2024,10/14/2024,400,LV,63%,37%
Presidential,Presidential,State,Maryland,Braun Research,9/19/2024,9/23/2024,1012,LV,64%,32%
Presidential,Presidential,State,Maryland,Braun Research,9/19/2024,9/23/2024,1012,RV,62%,32%
Presidential,Presidential,State,Maryland,Morning Consult,9/9/2024,9/18/2024,516,LV,61%,33%
Presidential,Presidential,State,Maryland,Public Policy Polling (D),9/16/2024,9/17/2024,543,RV,64%,33%
Presidential,Presidential,State,Maryland,Emerson College,9/12/2024,9/13/2024,890,LV,65%,33%
Presidential,Presidential,State,Maryland,Morning Consult,8/30/2024,9/8/2024,516,LV,62%,34%
Presidential,Presidential,State,Maryland,Gonzales Research,8/24/2024,8/30/2024,820,RV,56%,35%
Presidential,Presidential,State,Maryland,Fabrizio Ward (R)/Impact Research (D),8/14/2024,8/20/2024,700,LV,64%,32%
Presidential,Presidential,State,Maryland,Chism Strategies,10/28/2024,10/30/2024,510,LV,56%,33%
Presidential,Presidential,State,Maryland,YouGov,10/23/2024,10/27/2024,500,LV,61%,34%
Presidential,Presidential,State,Maryland,"University of Maryland, Baltimore County",9/23/2024,9/28/2024,863,LV,57%,35%
Presidential,Presidential,State,Maryland,Braun Research,9/19/2024,9/23/2024,1012,LV,63%,31%
Presidential,Presidential,State,Maryland,Braun Research,9/19/2024,9/23/2024,1012,RV,61%,31%
Presidential,Presidential,State,Maryland,Fabrizio Ward (R)/Impact Research (D),8/14/2024,8/20/2024,700,LV,59%,29%
Presidential,Presidential,State,Massachusetts,ActiVote,10/2/2024,10/30/2024,400,LV,66%,34%
Presidential,Presidential,State,Massachusetts,Emerson College,10/24/2024,10/26/2024,1000,LV,59%,36%
Presidential,Presidential,State,Massachusetts,ActiVote,9/6/2024,10/16/2024,400,LV,67%,33%
Presidential,Presidential,State,Massachusetts,MassINC Polling Group,9/12/2024,9/18/2024,800,LV,63%,35%
Presidential,Presidential,State,Massachusetts,University of New Hampshire,10/29/2024,11/2/2024,744,LV,60%,34%
Presidential,Presidential,State,Massachusetts,YouGov,10/3/2024,10/10/2024,700,A,56%,30%
Presidential,Presidential,State,Massachusetts,Suffolk University,10/1/2024,10/4/2024,500,LV,61%,32%
Presidential,Presidential,State,Massachusetts,University of New Hampshire,9/12/2024,9/16/2024,546,LV,62%,31%
Presidential,Presidential,State,Michigan,HarrisX,11/3/2024,11/5/2024,1864,RV,47%,46%
Presidential,Presidential,State,Michigan,HarrisX,11/3/2024,11/5/2024,1668,LV,48%,48%
Presidential,Presidential,State,Michigan,AtlasIntel,11/3/2024,11/4/2024,1113,LV,48%,50%
Presidential,Presidential,State,Michigan,Research Co.,11/2/2024,11/3/2024,450,LV,49%,47%
Presidential,Presidential,State,Michigan,Trafalgar Group (R),11/1/2024,11/3/2024,1079,LV,47%,48%
Presidential,Presidential,State,Michigan,Patriot Polling,11/1/2024,11/3/2024,858,RV,49%,49%
Presidential,Presidential,State,Michigan,InsiderAdvantage (R),11/1/2024,11/2/2024,800,LV,47%,47%
Presidential,Presidential,State,Michigan,AtlasIntel,11/1/2024,11/2/2024,1198,LV,48%,50%
Presidential,Presidential,State,Michigan,Emerson College,10/30/2024,11/2/2024,790,LV,50%,48%
Presidential,Presidential,State,Michigan,Mitchell Research,10/29/2024,11/2/2024,585,LV,50%,48%
Presidential,Presidential,State,Michigan,The New York Times/Siena College,10/29/2024,11/2/2024,998,RV,45%,45%
Presidential,Presidential,State,Michigan,The New York Times/Siena College,10/29/2024,11/2/2024,998,LV,47%,47%
Presidential,Presidential,State,Michigan,Mainstreet Research/Florida Atlantic University,10/25/2024,11/2/2024,733,RV,48%,46%
Presidential,Presidential,State,Michigan,Mainstreet Research/Florida Atlantic University,10/25/2024,11/2/2024,714,LV,49%,47%
Presidential,Presidential,State,Michigan,ActiVote,10/8/2024,11/2/2024,400,LV,50%,50%
Presidential,Presidential,State,Michigan,Rasmussen Reports (R),10/24/2024,11/1/2024,908,LV,49%,48%
Presidential,Presidential,State,Michigan,AtlasIntel,10/30/2024,10/31/2024,1136,LV,49%,49%
Presidential,Presidential,State,Michigan,OnMessage Inc. (R),10/29/2024,10/31/2024,800,LV,48%,48%
Presidential,Presidential,State,Michigan,YouGov,10/25/2024,10/31/2024,985,RV,50%,46%
Presidential,Presidential,State,Michigan,YouGov,10/25/2024,10/31/2024,942,LV,50%,47%
Presidential,Presidential,State,Michigan,Morning Consult,10/22/2024,10/31/2024,1108,LV,49%,48%
Presidential,Presidential,State,Michigan,Marist College,10/27/2024,10/30/2024,1356,RV,51%,48%
Presidential,Presidential,State,Michigan,Marist College,10/27/2024,10/30/2024,1214,LV,51%,48%
Presidential,Presidential,State,Michigan,Echelon Insights,10/27/2024,10/30/2024,600,LV,48%,48%
Presidential,Presidential,State,Michigan,AtlasIntel,10/25/2024,10/29/2024,938,LV,48%,49%
Presidential,Presidential,State,Michigan,Quantus Insights (R),10/26/2024,10/28/2024,844,LV,49%,49%
Presidential,Presidential,State,Michigan,The Washington Post,10/24/2024,10/28/2024,1003,RV,45%,47%
Presidential,Presidential,State,Michigan,The Washington Post,10/24/2024,10/28/2024,1003,LV,47%,46%
Presidential,Presidential,State,Michigan,Fox News,10/24/2024,10/28/2024,1275,RV,50%,48%
Presidential,Presidential,State,Michigan,Fox News,10/24/2024,10/28/2024,988,LV,49%,49%
Presidential,Presidential,State,Michigan,InsiderAdvantage (R),10/26/2024,10/27/2024,800,LV,47%,48%
Presidential,Presidential,State,Michigan,Emerson College,10/25/2024,10/27/2024,1000,LV,48%,49%
Presidential,Presidential,State,Michigan,Susquehanna Polling & Research,10/23/2024,10/27/2024,400,LV,52%,47%
Presidential,Presidential,State,Michigan,Patriot Polling,10/24/2024,10/26/2024,796,RV,49%,50%
Presidential,Presidential,State,Michigan,CES/YouGov,10/1/2024,10/25/2024,2347,A,52%,45%
Presidential,Presidential,State,Michigan,CES/YouGov,10/1/2024,10/25/2024,2336,LV,51%,46%
Presidential,Presidential,State,Michigan,Quinnipiac University,10/17/2024,10/21/2024,1136,LV,50%,46%
Presidential,Presidential,State,Michigan,Trafalgar Group (R),10/18/2024,10/20/2024,1090,LV,44%,46%
Presidential,Presidential,State,Michigan,Bloomberg/Morning Consult,10/16/2024,10/20/2024,756,RV,48%,46%
Presidential,Presidential,State,Michigan,Bloomberg/Morning Consult,10/16/2024,10/20/2024,705,LV,50%,46%
Presidential,Presidential,State,Michigan,The Bullfinch Group,10/11/2024,10/18/2024,600,LV,53%,45%
Presidential,Presidential,State,Michigan,AtlasIntel,10/12/2024,10/17/2024,1529,LV,47%,50%
Presidential,Presidential,State,Michigan,RMG Research,10/10/2024,10/16/2024,789,LV,48%,48%
Presidential,Presidential,State,Michigan,Morning Consult,10/6/2024,10/15/2024,1065,LV,49%,47%
Presidential,Presidential,State,Michigan,The Washington Post/Schar School,9/30/2024,10/15/2024,687,RV,46%,47%
Presidential,Presidential,State,Michigan,The Washington Post/Schar School,9/30/2024,10/15/2024,687,LV,49%,47%
Presidential,Presidential,State,Michigan,Mitchell Research,10/14/2024,10/14/2024,589,LV,47%,48%
Presidential,Presidential,State,Michigan,Rasmussen Reports (R),10/9/2024,10/14/2024,1058,LV,48%,48%
Presidential,Presidential,State,Michigan,SoCal Strategies (R),10/10/2024,10/13/2024,692,LV,49%,48%
Presidential,Presidential,State,Michigan,Michigan State University/YouGov,9/23/2024,10/10/2024,845,LV,52%,48%
Presidential,Presidential,State,Michigan,InsiderAdvantage (R),10/8/2024,10/9/2024,800,LV,46%,48%
Presidential,Presidential,State,Michigan,"Fabrizio, Lee & Associates (R)/McLaughlin & Associates (R)",10/6/2024,10/9/2024,800,LV,48%,49%
Presidential,Presidential,State,Michigan,Fabrizio Ward (R)/Impact Research (D),10/2/2024,10/8/2024,600,LV,48%,49%
Presidential,Presidential,State,Michigan,ActiVote,9/15/2024,10/9/2024,400,LV,51%,49%
Presidential,Presidential,State,Michigan,Emerson College,10/5/2024,10/8/2024,950,LV,49%,49%
Presidential,Presidential,State,Michigan,The Wall Street Journal,9/28/2024,10/8/2024,600,RV,49%,47%
Presidential,Presidential,State,Michigan,Research Co.,10/5/2024,10/7/2024,450,LV,46%,44%
Presidential,Presidential,State,Michigan,Quinnipiac University,10/3/2024,10/7/2024,1007,LV,47%,51%
Presidential,Presidential,State,Michigan,OnMessage Inc. (R),9/24/2024,10/2/2024,500,LV,48%,46%
Presidential,Presidential,State,Michigan,Mitchell Research,9/30/2024,9/30/2024,709,LV,48%,49%
Presidential,Presidential,State,Michigan,Trafalgar Group (R),9/28/2024,9/30/2024,1086,LV,44%,47%
Presidential,Presidential,State,Michigan,Global Strategy Group (D)/North Star Opinion Research (R),9/23/2024,9/29/2024,404,LV,47%,49%
Presidential,Presidential,State,Michigan,RMG Research,9/24/2024,9/27/2024,789,LV,50%,46%
Presidential,Presidential,State,Michigan,The New York Times/Siena College,9/21/2024,9/26/2024,688,RV,45%,47%
Presidential,Presidential,State,Michigan,The New York Times/Siena College,9/21/2024,9/26/2024,688,LV,48%,47%
Presidential,Presidential,State,Michigan,AtlasIntel,9/20/2024,9/25/2024,918,LV,47%,51%
Presidential,Presidential,State,Michigan,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,416,LV,51%,48%
Presidential,Presidential,State,Michigan,Bloomberg/Morning Consult,9/19/2024,9/25/2024,894,RV,49%,47%
Presidential,Presidential,State,Michigan,Bloomberg/Morning Consult,9/19/2024,9/25/2024,800,LV,50%,47%
Presidential,Presidential,State,Michigan,Rodriguez Gudelunas Strategies,9/19/2024,9/23/2024,400,LV,51%,45%
Presidential,Presidential,State,Michigan,Rasmussen Reports (R),9/19/2024,9/22/2024,1086,LV,48%,48%
Presidential,Presidential,State,Michigan,Emerson College,9/15/2024,9/18/2024,875,LV,49%,47%
Presidential,Presidential,State,Michigan,Morning Consult,9/9/2024,9/18/2024,1297,LV,52%,44%
Presidential,Presidential,State,Michigan,Marist College,9/12/2024,9/17/2024,1282,RV,50%,47%
Presidential,Presidential,State,Michigan,Marist College,9/12/2024,9/17/2024,1138,LV,52%,47%
Presidential,Presidential,State,Michigan,Quinnipiac University,9/12/2024,9/16/2024,905,LV,51%,46%
Presidential,Presidential,State,Michigan,InsiderAdvantage (R),9/11/2024,9/12/2024,800,LV,48%,49%
Presidential,Presidential,State,Michigan,Mitchell Research,9/11/2024,9/11/2024,580,LV,48%,48%
Presidential,Presidential,State,Michigan,Morning Consult,8/30/2024,9/8/2024,1368,LV,49%,46%
Presidential,Presidential,State,Michigan,co/efficient (R),9/4/2024,9/6/2024,931,LV,47%,47%
Presidential,Presidential,State,Michigan,CBS News/YouGov,9/3/2024,9/6/2024,1077,LV,50%,49%
Presidential,Presidential,State,Michigan,Patriot Polling,9/1/2024,9/3/2024,822,RV,48%,48%
Presidential,Presidential,State,Michigan,Cygnal (R),8/28/2024,9/1/2024,600,LV,47%,46%
Presidential,Presidential,State,Michigan,Trafalgar Group (R),8/28/2024,8/30/2024,1089,LV,47%,47%
Presidential,Presidential,State,Michigan,Emerson College,8/25/2024,8/28/2024,800,LV,50%,47%
Presidential,Presidential,State,Michigan,ActiVote,7/28/2024,8/28/2024,400,LV,50%,50%
Presidential,Presidential,State,Michigan,EPIC-MRA,8/23/2024,8/26/2024,600,LV,46%,47%
Presidential,Presidential,State,Michigan,Bloomberg/Morning Consult,8/23/2024,8/26/2024,651,LV,49%,47%
